,Unnamed: 0,Unnamed: 0.1,SAR EU,4G bands,Loudspeaker,Models,3G bands,2G bands,5G bands,Features,Announced,Size,OS,Single,Resolution,3.5mm jack,SAR,GPS,USB,CPU,Colors,Build,Radio,Technology,name,Card slot,Bluetooth,NFC,Status,Dimensions,Chipset,Triple,Speed,Type,Weight,Sensors,Video,WLAN,GPU,Internal,SIM,Price,Charging,Unnamed: 1,Quad,Protection,Dual,Display,Performance,Camera,Battery life,Audio quality,EDGE,GPRS,Music play,Stand-by,Talk time,Infrared port,Penta,Five
1,1,1,,,No,,,,,,"2021, September 27",1.47 inches,Huawei Lite OS,,368 x 194 pixels (~282 ppi density),No,,No,No,,Silver,"Glass front, plastic back, aluminum frame",No,No cellular connectivity,Huawei Watch Fit mini,No,"5.0, LE",No,"Available. Released 2021, September 27",51.5 x 25.9 x 11 mm (2.03 x 1.02 x 0.43 in),,,No,"Li-Ion 180 mAh, non-removable",20 g (0.71 oz),"Accelerometer, gyro, heart rate, SpO2",,No,,,No,About 100 EUR,,No,,,,,,,,,No,No,,,,,,
2,2,2,,,Yes,MIL-B19,,,,,"2021, October 21",1.43 inches,Proprietary OS,,466 x 466 pixels (~326 ppi density),No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,,"Black, Steel, Gold","Glass front, plastic back, stainless steel frame",No,No cellular connectivity,Huawei Watch GT 3,No,"5.1, LE, EDR",Unspecified,"Coming soon. Exp. release 2021, November 11",45.9 x 45.9 x 11 mm (1.81 x 1.81 x 0.43 in),,,No,"Li-Po 455 mAh, non-removable",35 g (42mm) / 42.6 g (46mm) (1.23 oz),"Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature)",,No,,4GB 32MB RAM,No,€ 229.00,Wireless charging,No,,,,,,,,,No,No,,,,,,
3,3,3,,"1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41",Yes,RTE-AL00,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2021, September 23","6.72 inches, 110.9 cm2 (~91.2% screen-to-body ratio)",HarmonyOS 2.0,,"1236 x 2676 pixels, 19.5:9 ratio (~439 ppi density)",No,,"Yes, with tri-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670),"Black, Blue, Green, Violet",,No,GSM / CDMA / HSPA / LTE,Huawei nova 9 Pro,No,"5.2, A2DP, LE",Yes,"Available. Released 2021, September 30",163.4 x 74.4 x 8 mm (6.43 x 2.93 x 0.31 in),Qualcomm SM7325 Snapdragon 778G 4G (6 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",186 g (6.56 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30fps, gyro-EIS","Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct, hotspot",Adreno 642L,"128GB 8GB RAM, 256GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 460 EUR,"Fast charging 100W, 100% in 20 min (advertised)
Reverse charging",UFS,"50 MP, f/1.9, 23mm (wide), PDAF
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)",,"32 MP, f/2.0, (wide)
32 MP, f/2.4, 100˚ (ultrawide)",,,,,,,,,,,,,
4,4,4,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - Europe",Yes,"NAM-AL00, NAM-LX9",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2021, September 23","6.57 inches, 106.0 cm2 (~89.9% screen-to-body ratio)","HarmonyOS 2.0 (China), EMUI 12 (Europe), no Google Play Services","32 MP, f/2.0, (wide)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",No,,"Yes, with A-GPS. Up to tri-band: GLONASS (3), BDS (3), GALILEO (2), QZSS (2), NavIC","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670),"Starry Blue, Black, Green, Violet",,No,GSM / CDMA / HSPA / LTE,Huawei nova 9,No,"5.2, A2DP, LE",Yes,"Available. Released 2021, September 30",160 x 73.7 x 7.8 mm (6.30 x 2.90 x 0.31 in),Qualcomm SM7325 Snapdragon 778G 4G (6 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4300 mAh, non-removable",175 g (6.17 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30fps, 720p@240fps, gyro-EIS","Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct, hotspot",Adreno 642L,"128GB 8GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",£ 370.00 / € 499.00,"Fast charging 66W, 60% in 18 min, 100% in 38 min (advertised)
Reverse charging",UFS,"50 MP, f/1.9, 23mm (wide), PDAF
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)",,,,,,,,,,,,,,,
5,5,5,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 28, 34, 38, 39, 40, 41 - ANG-L22B, ANG-L02B",Yes,"ANG-L02B, ANG-L21B, ANG-L22B",HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2021, August 05","6.57 inches, 106.0 cm2 (~89.3% screen-to-body ratio)","Android 11, EMUI 12, no Google Play Services","32 MP, f/2.0, 26mm (wide)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",No,,"Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS","USB Type-C 2.0, USB On-The-Go",Hexa-core (3x2.22 GHz Cortex-A76 & 3x1.84 GHz Cortex-A55),Powder Pink,,No,GSM / HSPA / LTE,Huawei nova 8,No,"5.0, A2DP, LE",Yes,"Available. Released 2021, August 05",160.1 x 74.1 x 7.6 mm (6.30 x 2.92 x 0.30 in),Kirin 820E (7nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 3800 mAh, non-removable",169 g (5.96 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4K,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G57 (6-core),"128GB 8GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 420 EUR,"Fast charging 66W, 60% in 15 min, 100% in 35 min (advertised)
Reverse charging 5W",UFS,"64 MP, f/1.9, 26mm (wide), PDAF
8 MP, f/2.4, 120˚, 17mm (ultrawide)
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)",,,,,,,,,,,,,,,
6,6,6,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","Yes, with stereo speakers",JAD-AL50,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"Panorama, HDR","2021, July 29","6.6 inches, 105.4 cm2 (~91.2% screen-to-body ratio)",HarmonyOS 2.0,"13 MP, f/2.4, (wide)",1228 x 2700 pixels (~450 ppi density),No,,"Yes, with A-GPS. Up to quad-band: GLONASS (4), BDS (4), GALILEO (3), QZSS (2), NavIC","USB Type-C 3.1, USB On-The-Go","Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55)
Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680)","Black, Gold, White, Pink, Blue",,No,GSM / CDMA / HSPA / CDMA2000 / LTE,Huawei P50 Pro,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.2, A2DP, LE",Yes,"Available. Released 2021, August 12",158.8 x 72.8 x 8.5 mm (6.25 x 2.87 x 0.33 in),"Kirin 9000 (5 nm)
Qualcomm SM8350 Snapdragon 888 4G (5 nm)",,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4360 mAh, non-removable",195 g (6.88 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer, color spectrum","4K@30fps, 1080p@30/60/240fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","Mali-G78 MP24
Adreno 660","128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 512GB 12GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)","$ 1,599.00 / ₹ 120,999","Fast charging 66W
Fast wireless charging 50W",IP68 dust/water resistant (up to 1.5m for 30 min),"50 MP, f/1.8, 23mm (wide), PDAF, Laser AF, OIS
64 MP, f/3.5, 90mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom
13 MP, f/2.2, 13mm (ultrawide)
40 MP, f/1.6, 23mm (B/W)",,,,,,,,,,,,,Yes,,
7,7,7,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","Yes, with stereo speakers",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"Panorama, HDR","2021, July 29","6.5 inches, 101.6 cm2 (~88.0% screen-to-body ratio)",HarmonyOS 2.0,"13 MP, f/2.4, (wide)",1224 x 2700 pixels (~458 ppi density),No,,"Yes, with A-GPS. Up to tri-band: GLONASS (3), BDS (3), GALILEO (2), QZSS (2), NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680),"Black, Gold, White",,No,GSM / CDMA / HSPA / CDMA2000 / LTE,Huawei P50,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.2, A2DP, LE",Yes,"Available. Released 2021, October 04",156.5 x 73.8 x 7.9 mm (6.16 x 2.91 x 0.31 in),Qualcomm SM8350 Snapdragon 888 4G (5 nm),"50 MP, f/1.8, 23mm (wide), PDAF, Laser AF, OIS
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
13 MP, f/2.2, 16mm (ultrawide)","HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4100 mAh, non-removable",181 g (6.38 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4K@30fps, 1080p@30/60/240fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Adreno 660,"128GB 8GB RAM, 256GB 8GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 600 EUR,Fast charging 66W,IP68 dust/water resistant (up to 1.5m for 30 min),,,,,,,,,,,,,,,,
8,8,8,,LTE (unspecified),Yes,CHL-AL60,HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, Panorama, HDR","2021, July 28","6.6 inches, 105.2 cm2 (~89.3% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0, (wide)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Black, Silver",,FM radio,GSM / CDMA / HSPA / LTE,Huawei nova 8 SE Youth,No,"5.1, A2DP, LE",No,"Available. Released 2021, August 13",160.7 x 73.3 x 8.4 mm (6.33 x 2.89 x 0.33 in),Kirin 710A (14 nm),"48 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4000 mAh, non-removable",179 g (6.31 oz),"Fingerprint (side-mounted), accelerometer, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G51 MP4,128GB 8GB RAM,"Dual SIM (Nano-SIM, dual stand-by)",About 250 EUR,"Fast charging 40W, 60% in 15 min, 100% in 35 min (advertised)",CDMA 800,,,,,,,,,,,,,,,,
9,9,9,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,NEN-L22,HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2021, July 07","6.67 inches, 108.1 cm2 (~89.4% screen-to-body ratio)","Android 10, EMUI 11, no Google Play Services","16 MP, f/2.0, (wide)",1080 x 2376 pixels (~391 ppi density),Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"Moonlight Silver, Interstellar Blue, Starry Black",,No,GSM / HSPA / LTE,Huawei nova 8i,No,"5.0, A2DP, LE",No,"Available. Released 2021, July 22",161.9 x 74.7 x 8.6 mm (6.37 x 2.94 x 0.34 in),Qualcomm SM6115 Snapdragon 662 (11 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4300 mAh, non-removable",190 g (6.70 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 610,"128GB 6GB RAM, 128GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",€ 349.00,"Fast charging 66W, 60% in 17 min, 100% in 38 min (advertised)",,"64 MP, f/1.9, 26mm (wide), PDAF
8 MP, f/2.4, 120˚, 17mm (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
10,0,0,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","Yes, with stereo speakers",NOH-AL00,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"HDR, panorama","2021, June 28","6.76 inches, 115.7 cm2 (~94.1% screen-to-body ratio)",HarmonyOS 2.0,,"1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density)",No,,"Yes, with A-GPS. Up to quad-band: GLONASS (4), BDS (4), GALILEO (3), QZSS (2), NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55),"Mystic Silver, White, Black, Green, Yellow","Glass front, glass back or eco leather back, aluminum frame",No,GSM / CDMA / HSPA / EVDO / LTE,Huawei Mate 40 Pro 4G,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.2, A2DP, LE",Yes,"Available. Released 2021, July 09",162.9 x 75.5 x 9.1 mm (Glass) / 9.5mm (Leather),Kirin 9000 (5 nm),"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, omnidirectional PDAF, Laser AF
12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
20 MP, f/1.8, 18mm (ultrawide), PDAF","HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4400 mAh, non-removable",212 g (7.48 oz),"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum","4K@30/60fps, 1080p@30/60/240fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Mali-G78 MP24,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 800 EUR,"Fast charging 66W
Fast wireless charging 50W
Reverse wireless charging 5W",32-bit/384kHz audio,,,"13 MP, f/2.4, 18mm (ultrawide)
TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,Yes,,
11,1,1,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",Yes,OCE-AL50,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"HDR, panorama","2021, June 28","6.5 inches, 102.7 cm2 (~89.3% screen-to-body ratio)",HarmonyOS 2.0,"13 MP, f/2.4, 18mm (ultrawide)",1080 x 2376 pixels (~402 ppi density),Yes,,"Yes, with A-GPS. Up to quad-band: GLONASS (4), BDS (4), GALILEO (3), QZSS (2), NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),"Silver, White, Black","Glass front, glass back, aluminum frame",No,GSM / CDMA / HSPA / EVDO / LTE,Huawei Mate 40E 4G,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.2, A2DP, LE",Yes,"Available. Released 2021, June 29",158.6 x 72.5 x 8.8 mm (6.24 x 2.85 x 0.35 in),Kirin 990E (7 nm+),"64 MP, f/1.9, 27mm (wide), PDAF, Laser AF
8 MP, f/2.4, 85mm (telephoto), PDAF, OIS, 3x optical zoom
16 MP, f/2.2, 17mm (ultrawide)","HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4200 mAh, non-removable",188 g (6.63 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4K, 720p@240fps","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP14,"128GB 8GB RAM, 256GB 8GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 550 EUR,"Fast charging 40W
Fast wireless charging 40W
Reverse charging 5W",32-bit/384kHz audio,,,,,,,,,,,,,,Yes,,
12,2,2,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","Yes, with stereo speakers",TET-AL00,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"HDR, panorama","2021, June 28","8.0 inches, 205.0 cm2 (~86.9% screen-to-body ratio)",HarmonyOS 2.0,"16 MP, f/2.2, (wide)",2200 x 2480 pixels (~414 ppi density),No,,"Yes, with A-GPS. Up to quad-band: GLONASS (4), BDS (4), GALILEO (3), QZSS (2), NavIC","USB Type-C 3.1, USB On-The-Go",Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55),"Black, White, Light Blue","Glass front, glass back, aluminum frame",No,GSM / CDMA / HSPA / EVDO / LTE,Huawei Mate X2 4G,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.2, A2DP, LE",Yes,"Available. Released 2021, July 15","Unfolded: 161.8 x 145.8 x 8.2 mm
Folded: 161.8 x 74.6 x 14.7 mm",Kirin 9000 (5 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4500 mAh, non-removable",295 g (10.41 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Mali-G78 MP24,"256GB 8GB RAM, 512GB 8GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 2290 EUR,"Fast charging 55W
Huawei SuperCharge",UFS 3.X,"50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22µm, omnidirectional PDAF, Laser AF, OIS
12 MP, f/2.4, 70mm (telephoto), PDAF, OIS, 3x optical zoom
8 MP, f/4.4, 240mm (periscope telephoto), PDAF, OIS, 10x optical zoom
16 MP, f/2.2, 17mm (ultrawide), AF",,,,,,,,,,,,,Yes,,
13,0,0,,,Yes,,,,,,"2021, November 18",1.43 inches,Proprietary OS,,466 x 466 pixels (~461 ppi density),No,,"Yes, with A-GPS, GLONASS, BDS",No,,"Black, Gray","Glass front, plastic frame, plastic back",No,No cellular connectivity,Huawei Watch GT Runner,No,"5.2, LE, EDR",Yes,"Coming soon. Exp. release 2021, November 26",46.4 x 46.4 x 11 mm (1.83 x 1.83 x 0.43 in),,,No,"Li-Po 455 mAh, non-removable",38.5 g (1.38 oz),"Accelerometer, gyro, heart rate, barometer, compass, SpO2",,No,,4GB,No,About 300 EUR,Wireless charging,No,,,,,,,,,No,No,,,,,,
14,1,1,,"1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 42, 66",-23.1 LUFS (Very good),"WGR-W09, WGR-W19, WGR-AN19",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,"1, 3, 5, 7, 8, 28, 38, 40, 41, 66, 77, 78, 79, 80, 84 SA/NSA","LED flash, HDR, panorama","2021, June 02","12.6 inches, 460.3 cm2 (~87.0% screen-to-body ratio)",HarmonyOS 2.0,"8 MP, f/2.0","2560 x 1600 pixels, 16:10 ratio (~240 ppi density)",No,,"Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS","USB Type-C 3.1, USB On-The-Go",Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55),"Matte Gray, Green, Silver",,No,GSM / HSPA / LTE / 5G,Huawei MatePad Pro 12.6 (2021),"NM (Nano Memory), up to 256GB (dedicated slot)","5.2, A2DP, LE",No,"Available. Released 2021, June 25",286.5 x 184.7 x 6.7 mm (11.28 x 7.27 x 0.26 in),"Kirin 9000E 5G (5 nm) - Wi-Fi model
Kirin 9000 5G (5 nm) - 5G model","13 MP, f/1.8, (wide), PDAF
8 MP, f/2.4, (ultrawide)
TOF 3D","HSPA, LTE, 5G","Li-Po 10,050 mAh, non-removable",609 g (1.34 lb),"Accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","Mali-G78 MP22 - Wi-Fi model
Mali-G78 MP24 - 5G model","128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM, 512GB 12GB RAM",Nano-SIM,About 800 EUR,"Fast charging 40W
Reverse charging 5W
Wireless charging 27W
Wireless reverse charging 10W",,,,,,,,,,,,,,,,,
15,2,2,,LTE,"Yes, with stereo speakers (4 speakers)",MRR-W29,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,SA/NSA,"LED flash, HDR, panorama","2021, June 02","10.8 inches, 338.2 cm2 (~86.5% screen-to-body ratio)",HarmonyOS 2.0,"8 MP, f/2.0","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)",No,,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","USB Type-C 3.1, USB On-The-Go",Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"Dark Blue, White","Glass front, aluminum back, aluminum frame",No,GSM / HSPA / LTE / 5G,Huawei MatePad Pro 10.8 (2021),"NM (Nano Memory), up to 256GB (dedicated slot)","5.1, A2DP, LE",No,"Available. Released 2021, June 25",246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in),Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 7250 mAh, non-removable",460 g (1.01 lb),"Accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Adreno 650,"128GB 8GB RAM, 256GB 8GB RAM",Nano-SIM,About 500 EUR,"Fast charging 40W
Reverse charging 5W
Wireless charging 27W
Wireless reverse charging 10W",Tuned by Harman Kardon,,,,,,,,,,,,,,,,
16,3,3,,,-21.1 LUFS (Excellent),,,,,"LED flash, HDR, panorama","2021, June 02","10.95 inches, 347.7 cm2 (~82.9% screen-to-body ratio)",HarmonyOS 2.0,"8 MP, f/2.0","2560 x 1600 pixels, 16:10 ratio (~276 ppi density)",No,,Yes,"USB Type-C 3.1, USB On-The-Go",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),Matte Gray,,No,No cellular connectivity,Huawei MatePad 11 (2021),microSDXC (dedicated slot),"5.1, A2DP, LE",No,"Available. Released 2021, July 13",253.8 x 165.3 x 7.3 mm (9.99 x 6.51 x 0.29 in),Qualcomm SM8250 Snapdragon 865 (7 nm+),,,"Li-Po 7250 mAh, non-removable",485 g (1.07 lb),"Accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",Adreno 650,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM",No,About 400 EUR,"Fast charging 22.5W
Reverse charging 5W",,,,,Contrast ratio: 1200:1,,,,,No,No,,,,,,
17,4,4,,"1, 3, 5, 6, 7, 8, 9, 18, 19, 20, 26, 38, 39, 40, 41",Yes,,HSDPA 850 / 900 / 1800 / 1900 / 2100 / 800,,,,"2021, June 02",1.43 inches,HarmonyOS 2.0,,466 x 466 pixels (~326 ppi density),No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,,"Black, Silver","Glass front, ceramic back, titanium frame",No,HSPA / LTE,Huawei Watch 3 Pro,No,"5.2, A2DP, LE",Yes,"Available. Released 2021, June 11",48 x 49.6 x 14 mm (1.89 x 1.95 x 0.55 in),,,"HSPA, LTE","Li-Ion, non-removable",63 g (2.22 oz),"Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature)",,Wi-Fi 802.11 b/g/n,,16GB 2GB RAM,eSIM,€ 429.99,Wireless charging 10W,No,,,,,,,,,,,,,,,,
18,0,0,,"1, 3, 5, 6, 7, 8, 9, 18, 19, 20, 26, 38, 39, 40, 41",Yes,,HSDPA 850 / 900 / 1800 / 1900 / 2100 / 800,,,,"2021, June 02",1.43 inches,HarmonyOS 2.0,,466 x 466 pixels (~326 ppi density),No,,"Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",No,,"Black, Silver","Glass front, ceramic back, stainless steel frame",No,HSPA / LTE,Huawei Watch 3,No,"5.2, A2DP, LE",Yes,"Available. Released 2021, June 11",46.2 x 46.2 x 12.2 mm (1.82 x 1.82 x 0.48 in),,,"HSPA, LTE","Li-Ion, non-removable",54 g (1.90 oz),"Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature)",,Wi-Fi 802.11 b/g/n,,16GB 2GB RAM,eSIM,$ 459.99 / € 265.88,Wireless charging 10W,No,,,,,,,,,,,,,,,,
